Id,message,recall
202,"This person likes to spend time with his parents. He is also very detail-oriented, whether in work or in conversation. He tends to blabber on when speaking to others about certain topics. When he works, he can miss deadlines due to his obsession with details. He is also cheap.","Michael is a person who enjoys spending time with his parents, whether in person or over the phone. He also knows a lot about history and literature. When talking about topics concerning these, he tends to drone on, even if the conversation is not heading in the direction is leading it to. He is very detail-oriented. He is a perfectionist, and that gets in the way of finishing work projects on time. He is very frugal with his money."
203,"Michael is a perfectionist and likes a lot of detail in his projects, which he is sometimes late with because he never feels they are quite right. He keeps in close contact with his parents and has a great relationship with them. Michael is cheap buying his clothes at thrift stores, and is a penny pinker rarely spends money on things he does not need.","He was close to his parents, is cheap, does not loan money, diligent"
204,"This person has dinner with his parents one a week. He sometimes focuses on small details so much he misses deadlines. He avoids spending money. Buys his clothes at thrift shops and does not like to loan money to friends. This person like to read and is very knowledgeable about history. He also does not like to change his mind, and once he forms a opinion he sticks to it. He talks at length about things he has recently learned.","This person like to have dinner with their parents once a week. The are very well read, and read a lot of books. The do not like to spend money and buy clothes at thrift stores. They will not loan money to a friend unless it is a dire situation. Once they make up their mind, it is as good as done. The very rarely change their mind and they will persist on a task no matter how long it takes. They often focus to much on small detail and miss deadline because of this fact."
205,"This is a person that you personally know. He is very close to his parents. He is a very hard working and is tentative to claim that an assignment is truly ""finished"". He is proficient in the knowledge of history and literature, and he enjoys discussing things he has recently learned. He is very spend-cautious with his money and makes conscientious decisions when spending any money. He is a definitive person. Once he has a plan in store, he follows it through.","Michael is very close to his parents. He is detail oriented. He over-complicates simple tasks and does not call things he works on ""finished"". He knows a lot about history and literature. He avoids spending money. He spends money at thrift shops, internet promotions and he avoids giving loans. When he makes up his mind about something, he always follows through."
206,"He values his family. He is detailed oriented, sometimes to his detriment. He is interested in history and literature and enjoys sharing that information with others. He doesn't shift his focus quickly; this can be beneficial--he finished what he starts and is good at what he does, but it can also be detrimental--missing deadlines, discussing topics that aren't part of the larger conversation, etc. He is careful with money.","He is detail-oriented, He is consistent. he is focused. He is determined. Sometimes these traits cause him to miss deadlines or to add information to conversations that are off topic. He enjoys history and literature. He is family-oriented. He is careful with money. Splits bills carefully, buys things at thrift shops, uses coupons, deals, and sales, and does not lend money. He tends to finish what he starts."
207,"He likes to spend a lot of time with his parents, even at the expense of spending time with other friends. He like to talk about history and literature, insomuch that even if it off-topic. He is very careful with his work and pays a lot of attention to detail and has missed deadlines because of spending too much time on a project. He doesn't like to spend money, so he buys from thrift stores, uses internet promotions, and rarely lets friends borrow money unless its a dire situation. He is always set on his decisions and will not change his views once he made up his mind.","He is likes to spend time with his parents, even at the expense of spending time with other friends. He likes to save money by buying thrift store items and using internet deals and doesn't like to borrow money to friends, unless in dire situations. He is careful with projects and spends a lot of time on them that he usually misses deadlines. He always set on his decisions and doesn't change his mind."
208,"He is very close to his parents and sometimes spends time with them rather than with friends. He is detail-oriented, and once he starts a project he follows through to the end. He is a spendthrift and looks for bargains when he shops. He loves history and literature and enjoys discussing these topics.",He is detail oriented and likes to see things through. He reads history and literature and enjoys discussing them. He spends time with his parents rather than friends.
209,He is very committed to maintaining a strong relationship with friends and family. He has the tendency to overcomplicate things and this makes him miss deadlines occasionally. He follows through on his promises and given tasks.,I remember reading about him missing deadlines from making simple things more complicated than they have to be. I also remember reading about the fact that when he starts something it is a certain thing that he will finish it.
210,"He is very detail oriented, he has a good relationship with his parents, he seems very dependable and responsible.","He was detail oriented, reliable, dependable, and honest."
211,"He is family oriented and spends time with his parents often, even if it means not seeing his friends. He is intelligent and know a lot about history and literature. He is very detail-oriented in his work, to the point that he has a hard time saying if a project is completely done. He likes to save his money and buys clothes at thrift stores and takes advantage of online promotions.","He is close to his parents and sees them often. he is detail oriented on projects at work, and has a hard time accepting when a project is finished. He likes to save money and shop at thrift stores."
212,"This person is a male who is very smart and like to show off what he has learned in conversations, even if it does not relate to the current topic. He is very detail oriented and sometimes takes to much time to complete tasks and misses deadlines. He is also very cheap and is really careful about how he spends his money. He is also very hard headed about doing things, once he decides to do something he completes it, regardless of the time commitment.","He is a very determined person and once he decides to do something he does it. It doesn't matter how much time or effort it will take he will get it done. / / He likes to read a lot. Whenever he is in social situation he likes to bring up the knowledge that he has gained from reading the books, and does not matter if it pertains to the topic of conversation. / / He is cheap person. He rarely spends his money on things he does not need. / / He is very detail oriented. This trait sometimes leads him to missing deadlines at work."
213,"He is very close with his parents he calls them often, and has dinner with them every week at the exense of seeing his friends. / He is well read and articulate. He is a hard worker, very detailed, and finesses high quality work on time. / He does what he says he is going to do and never changes his mind. / He is very smart with his money, and doesnt waste it buying new items, and instead shops at thrift shops and places he can get a bargain.",He has dinner with his parent everyday. He calls them regularly at the expense of his friends. He shops at thrift shops. He never lends his friends money. He is very detailed oriented.
214,"Person X sees their parents frequently. They have miss deadlines because of their attention to detail and wanting it finished the right way. They tend to talk a lot about things they have read, even if it doesn't have to do with the original conversation. They are frugal with money and wont lend it to friends really. When they make up their mind, its a done deal and nothing can change it.","He hangs out with his parents a lot. He is late with deadlines because he has attention for detail and wants it done right. He is frugal with money and wont lend it to friends. Once his mind is made up, that's it."
215,"This person is someone you would want on your team at work, however, you would need to give him extra time. His work is very high quality but he tends to become very focused onto a task and can make it take longer than it should. He tends to ""over-think"" even.the most simple of tasks. His work life is not all there is to him however, he's very close to his family,spending time with then or speaking with them on the phone weekly. Some people would call him a tight wad, parting with his money only when he has too, to the point of buying used instead of new.","Very close to his parents, calling them once a week and eating with them once a week. / Very Detailed, too much so, overcomplicate things and never really getting finished with them. / A bit of a tight ad, buying used clothes instead of new. Using coupons, not loaning money to people. / He's very smart, reads a lot and likes to show it off, even if it doesn't belong to the topic of conversation."
216,"This person is devoted to his parents. He dines with them weekly and calls them often. He is quite frugal with his money, taking care to split bills exactly and buying clothes from thrift shops. He uses online promotions when he shops and never loans money to friends unless it is an emergency. He loves literature and history and will talk at length about what he has learned recently, even if it's not really relevant to the topic at hand. He is also quite stubborn. Once his mind is made up, he will stick to it, even if it becomes clear that another direction would have been better. Similarly he pays a lot of attention to detail and perfection, even to a fault. Sometimes his meticulous habits will cause him to miss deadlines.","Michael has dinner with his parents every week and calls them often. He is consistent in this level of engagement, even if it prevents him from meeting friends. He reads a lot of literature and history and loves to talk about what he has learned recently, even if it does not relate to the current conversation. He is highly detail oriented. This sometimes causes him to stray from the task at hand and miss deadlines. He is frugal. He makes sure to split bills exactly. He shops in thrift stores, uses online promotions, and never loans money to friends unless it is a dire emergency. When he makes a decision, he sticks to it, even after it becomes clear that another direction would have been better."
217,"This person holds his parents in high esteem and makes sure to spend time with them weekly. He is also very detailed oriented, So much so that it can affect work deadlines. He's driven, intellectual and really enjoys reading. This person also loves to save money and will search out great deals.",He holds his family in high regards and has dinner with them weekly. He works hard and is very detail oriented but sometimes that causes him to fall behind and to miss deadlines. He likes to find the best deals and is very thrifty.
218,"This person is quite the perfectionist. He likes to stick to the decisions he makes, even if it means that things will ultimately be worse off. He is very consistent with spending time with and calling his parents, even if it is at the expense of time spent with his friends. He is very detail oriented. He is super frugal and doesn't like to spend money, even to lend to his friends.","The person I read about is a perfectionist whose work never seems to be done. He is very detail oriented. He is very consistent about spending time with his parents, even if it means sacrificing time spent with friends. He hates to spend money, even to lend to friends, and is extremely frugal. He purchases his clothes from thrift stores. He doesn't change his mind once he has made a decision, even if this turns out negatively."
219,"This person is very close to his parents. He contacts them frequently and has dinner with them often, even at the expense of hanging out with friends. This person is very detailed oriented and will work through any project or task with care. It often takes him extra time to complete a task, since he is often reluctant to call a task finished. This person knows a lot about history and literature and will bring up these topics in a conversation, even when they are irrelevant. This person holds true to his word. If he has committed to do something, he will see it to the end, no matter the cost.","This person is very close to his parents. He contacts them often and has dinner with them often, sometimes at the expense of hanging out with friends. This person is very detailed oriented and will very carefully on tasks. He is reluctant to say a task is finished and will often miss deadlines as a result of trying to perfect a task. This person reads a lot about history and literature and will bring these topics up in conversations even when they are irrelevant. This person keeps his promises and commitments at any expense."
220,"He is close with his family and sees them alot. With work, he is detail oriented, so it takes him longer to finish a project. Sometimes he even misses deadlines. He doesn't like to spend too much money. He will go thrift store shopping to save, uses online promo codes, and will not lend to friends, unless the are in a dire situation.",He is close to his family and visits them regularly. He is detail oriented and takes a long time to finish a task. Sometime he even misses a deadline. He doesn't like to spend money. He will go thrift store shopping to save money. He doesn't loan money out to friends unless its a dire situation.
221,Michael lives with his parents and is very articulate. When he's given a project he always gets it don but sometimes misses the deadline. This is due to his meticulous ways of researching. He's an ardent critic of himself and could be considered a perfectionist.,"Michael lives with his parents. He is dependable but takes a long time to get projects done and misses the deadline frequently. However, he is very determined and once he starts a project he always finishes it."
222,"This person is close to his/her parents, eats dinner with them and calls them. The person is detail oriented and meticulous in performing tasks. The person also is very interested in history, reads frequently and talks about his readings. He/she is very thrifty and does not like to spend money. Guess who it is?",Michael is close to hos parents and eats dinner with them every week. He calls them on the phone frequently. Michael is careful about finishing tasks and likes them to be perfect and often finds them unfinished. He likes to read about history and shares his knowledge even if he and his friends talk about other things. He does not like to spend money and shops in thrift shops and online for deals.
223,This individual is determined and a bit frugal. He's also surprisingly close to his parents. He's very precise and detail oriented.,He is very close with his parents. He is very meticulous. He is very determined.
224,He is very close to his parents even sacrificing time with friends to see them. He is a perfectionist / which at times causes him to miss deadlines on his work. He is very wise when it comes to history and literature do to reading quite often. He also is very frugal with his money.,"Michael is close to his family and sometimes will put off friends to see them. He also is a perfectionist and detail oriented. This causes him to present excellent work but sometimes miss deadlines. He also is frugal with money, will use certificates and makes sure to split bills exactly to his share perfectly."
225,"This person is quite close with his parents and commits to having dinner with them every week and calls them often. He's very engaged in these actions, even when it is at the expense of seeing his friends. / / With every project he works on, he is very detail-oriented, striving to produce high quality work. Because he can get so fixated on a project, it's difficult for him to claim whether or not a product is finished, so it takes him a while to finish whatever he's doing. / / He's quite knowledgeable about history and literature because he reads such things often. / / He's very prudent with his finances. He prefers to avoid spending money. / / Once he makes a decision about something, he commits to it regardless of long it takes and how difficult it is. It is rare for him to change his mind.","Michael is very close to his parents and calls them often. He's quite consistent with this engagement, even when it is occasionally at the expense of seeing his friends. / / He's very detail-oriented when it comes to working this projects, often producing high quality work. Sometimes, this approach can overcomplicate simple tasks so that he would be reluctant to call things finished. / / Michael knows a lot about history and literature from reading frequently, and he's quite articulate about them. / / Michael likes to avoid spending money. / / Once Michael makes up his mind about something, he does it no matter how long or difficult it is."
